sample	name	flowcell_id	treat	patient	desc
SLX-7239.D701_D502.C2FTBACXX.s_1	SLX-7239.D701_D502.C2FTBACXX.1	C2FTBACXX	E2+DHT	TH-102	TH-102 ED
SLX-7239.D701_D502.C2FTBACXX.s_2	SLX-7239.D701_D502.C2FTBACXX.2	C2FTBACXX	E2+DHT	TH-102	TH-102 ED
SLX-7239.D701_D502.C2FTBACXX.s_3	SLX-7239.D701_D502.C2FTBACXX.3	C2FTBACXX	E2+DHT	TH-102	TH-102 ED
SLX-7239.D701_D502.C2FTBACXX.s_4	SLX-7239.D701_D502.C2FTBACXX.4	C2FTBACXX	E2+DHT	TH-102	TH-102 ED
SLX-7239.D701_D502.C2FUJACXX.s_5	SLX-7239.D701_D502.C2FUJACXX.5	C2FUJACXX	E2+DHT	TH-102	TH-102 ED
SLX-7239.D701_D502.C2FUJACXX.s_6	SLX-7239.D701_D502.C2FUJACXX.6	C2FUJACXX	E2+DHT	TH-102	TH-102 ED
SLX-7239.D701_D502.C2FUJACXX.s_7	SLX-7239.D701_D502.C2FUJACXX.7	C2FUJACXX	E2+DHT	TH-102	TH-102 ED
SLX-7239.D701_D502.C2FUJACXX.s_8	SLX-7239.D701_D502.C2FUJACXX.8	C2FUJACXX	E2+DHT	TH-102	TH-102 ED
SLX-7239.D701_D504.C2FTBACXX.s_1	SLX-7239.D701_D504.C2FTBACXX.1	C2FTBACXX	Veh	TH-85	TH-85 V
SLX-7239.D701_D504.C2FTBACXX.s_2	SLX-7239.D701_D504.C2FTBACXX.2	C2FTBACXX	Veh	TH-85	TH-85 V
SLX-7239.D701_D504.C2FTBACXX.s_3	SLX-7239.D701_D504.C2FTBACXX.3	C2FTBACXX	Veh	TH-85	TH-85 V
SLX-7239.D701_D504.C2FTBACXX.s_4	SLX-7239.D701_D504.C2FTBACXX.4	C2FTBACXX	Veh	TH-85	TH-85 V
SLX-7239.D701_D504.C2FUJACXX.s_5	SLX-7239.D701_D504.C2FUJACXX.5	C2FUJACXX	Veh	TH-85	TH-85 V
SLX-7239.D701_D504.C2FUJACXX.s_6	SLX-7239.D701_D504.C2FUJACXX.6	C2FUJACXX	Veh	TH-85	TH-85 V
SLX-7239.D701_D504.C2FUJACXX.s_7	SLX-7239.D701_D504.C2FUJACXX.7	C2FUJACXX	Veh	TH-85	TH-85 V
SLX-7239.D701_D504.C2FUJACXX.s_8	SLX-7239.D701_D504.C2FUJACXX.8	C2FUJACXX	Veh	TH-85	TH-85 V
SLX-7239.D701_D506.C2FTBACXX.s_1	SLX-7239.D701_D506.C2FTBACXX.1	C2FTBACXX	E2	TH-85	TH-85 E
SLX-7239.D701_D506.C2FTBACXX.s_2	SLX-7239.D701_D506.C2FTBACXX.2	C2FTBACXX	E2	TH-85	TH-85 E
SLX-7239.D701_D506.C2FTBACXX.s_3	SLX-7239.D701_D506.C2FTBACXX.3	C2FTBACXX	E2	TH-85	TH-85 E
SLX-7239.D701_D506.C2FTBACXX.s_4	SLX-7239.D701_D506.C2FTBACXX.4	C2FTBACXX	E2	TH-85	TH-85 E
SLX-7239.D701_D506.C2FUJACXX.s_5	SLX-7239.D701_D506.C2FUJACXX.5	C2FUJACXX	E2	TH-85	TH-85 E
SLX-7239.D701_D506.C2FUJACXX.s_6	SLX-7239.D701_D506.C2FUJACXX.6	C2FUJACXX	E2	TH-85	TH-85 E
SLX-7239.D701_D506.C2FUJACXX.s_7	SLX-7239.D701_D506.C2FUJACXX.7	C2FUJACXX	E2	TH-85	TH-85 E
SLX-7239.D701_D506.C2FUJACXX.s_8	SLX-7239.D701_D506.C2FUJACXX.8	C2FUJACXX	E2	TH-85	TH-85 E
SLX-7239.D701_D507.C2FTBACXX.s_1	SLX-7239.D701_D507.C2FTBACXX.1	C2FTBACXX	E2+DHT	TH-89	TH-89 ED
SLX-7239.D701_D507.C2FTBACXX.s_2	SLX-7239.D701_D507.C2FTBACXX.2	C2FTBACXX	E2+DHT	TH-89	TH-89 ED
SLX-7239.D701_D507.C2FTBACXX.s_3	SLX-7239.D701_D507.C2FTBACXX.3	C2FTBACXX	E2+DHT	TH-89	TH-89 ED
SLX-7239.D701_D507.C2FTBACXX.s_4	SLX-7239.D701_D507.C2FTBACXX.4	C2FTBACXX	E2+DHT	TH-89	TH-89 ED
SLX-7239.D701_D507.C2FUJACXX.s_5	SLX-7239.D701_D507.C2FUJACXX.5	C2FUJACXX	E2+DHT	TH-89	TH-89 ED
SLX-7239.D701_D507.C2FUJACXX.s_6	SLX-7239.D701_D507.C2FUJACXX.6	C2FUJACXX	E2+DHT	TH-89	TH-89 ED
SLX-7239.D701_D507.C2FUJACXX.s_7	SLX-7239.D701_D507.C2FUJACXX.7	C2FUJACXX	E2+DHT	TH-89	TH-89 ED
SLX-7239.D701_D507.C2FUJACXX.s_8	SLX-7239.D701_D507.C2FUJACXX.8	C2FUJACXX	E2+DHT	TH-89	TH-89 ED
SLX-7239.D702_D503.C2FTBACXX.s_1	SLX-7239.D702_D503.C2FTBACXX.1	C2FTBACXX	DHT	TH-83	TH-83 D
SLX-7239.D702_D503.C2FTBACXX.s_2	SLX-7239.D702_D503.C2FTBACXX.2	C2FTBACXX	DHT	TH-83	TH-83 D
SLX-7239.D702_D503.C2FTBACXX.s_3	SLX-7239.D702_D503.C2FTBACXX.3	C2FTBACXX	DHT	TH-83	TH-83 D
SLX-7239.D702_D503.C2FTBACXX.s_4	SLX-7239.D702_D503.C2FTBACXX.4	C2FTBACXX	DHT	TH-83	TH-83 D
SLX-7239.D702_D503.C2FUJACXX.s_5	SLX-7239.D702_D503.C2FUJACXX.5	C2FUJACXX	DHT	TH-83	TH-83 D
SLX-7239.D702_D503.C2FUJACXX.s_6	SLX-7239.D702_D503.C2FUJACXX.6	C2FUJACXX	DHT	TH-83	TH-83 D
SLX-7239.D702_D503.C2FUJACXX.s_7	SLX-7239.D702_D503.C2FUJACXX.7	C2FUJACXX	DHT	TH-83	TH-83 D
SLX-7239.D702_D503.C2FUJACXX.s_8	SLX-7239.D702_D503.C2FUJACXX.8	C2FUJACXX	DHT	TH-83	TH-83 D
SLX-7239.D702_D504.C2FTBACXX.s_1	SLX-7239.D702_D504.C2FTBACXX.1	C2FTBACXX	Veh	TH-102	TH-102 V
SLX-7239.D702_D504.C2FTBACXX.s_2	SLX-7239.D702_D504.C2FTBACXX.2	C2FTBACXX	Veh	TH-102	TH-102 V
SLX-7239.D702_D504.C2FTBACXX.s_3	SLX-7239.D702_D504.C2FTBACXX.3	C2FTBACXX	Veh	TH-102	TH-102 V
SLX-7239.D702_D504.C2FTBACXX.s_4	SLX-7239.D702_D504.C2FTBACXX.4	C2FTBACXX	Veh	TH-102	TH-102 V
SLX-7239.D702_D504.C2FUJACXX.s_5	SLX-7239.D702_D504.C2FUJACXX.5	C2FUJACXX	Veh	TH-102	TH-102 V
SLX-7239.D702_D504.C2FUJACXX.s_6	SLX-7239.D702_D504.C2FUJACXX.6	C2FUJACXX	Veh	TH-102	TH-102 V
SLX-7239.D702_D504.C2FUJACXX.s_7	SLX-7239.D702_D504.C2FUJACXX.7	C2FUJACXX	Veh	TH-102	TH-102 V
SLX-7239.D702_D504.C2FUJACXX.s_8	SLX-7239.D702_D504.C2FUJACXX.8	C2FUJACXX	Veh	TH-102	TH-102 V
SLX-7239.D702_D505.C2FTBACXX.s_1	SLX-7239.D702_D505.C2FTBACXX.1	C2FTBACXX	Veh	TH-87	TH-87 V
SLX-7239.D702_D505.C2FTBACXX.s_2	SLX-7239.D702_D505.C2FTBACXX.2	C2FTBACXX	Veh	TH-87	TH-87 V
SLX-7239.D702_D505.C2FTBACXX.s_3	SLX-7239.D702_D505.C2FTBACXX.3	C2FTBACXX	Veh	TH-87	TH-87 V
SLX-7239.D702_D505.C2FTBACXX.s_4	SLX-7239.D702_D505.C2FTBACXX.4	C2FTBACXX	Veh	TH-87	TH-87 V
SLX-7239.D702_D505.C2FUJACXX.s_5	SLX-7239.D702_D505.C2FUJACXX.5	C2FUJACXX	Veh	TH-87	TH-87 V
SLX-7239.D702_D505.C2FUJACXX.s_6	SLX-7239.D702_D505.C2FUJACXX.6	C2FUJACXX	Veh	TH-87	TH-87 V
SLX-7239.D702_D505.C2FUJACXX.s_7	SLX-7239.D702_D505.C2FUJACXX.7	C2FUJACXX	Veh	TH-87	TH-87 V
SLX-7239.D702_D505.C2FUJACXX.s_8	SLX-7239.D702_D505.C2FUJACXX.8	C2FUJACXX	Veh	TH-87	TH-87 V
SLX-7239.D702_D506.C2FTBACXX.s_1	SLX-7239.D702_D506.C2FTBACXX.1	C2FTBACXX	Veh	TH-106	TH-106 V
SLX-7239.D702_D506.C2FTBACXX.s_2	SLX-7239.D702_D506.C2FTBACXX.2	C2FTBACXX	Veh	TH-106	TH-106 V
SLX-7239.D702_D506.C2FTBACXX.s_3	SLX-7239.D702_D506.C2FTBACXX.3	C2FTBACXX	Veh	TH-106	TH-106 V
SLX-7239.D702_D506.C2FTBACXX.s_4	SLX-7239.D702_D506.C2FTBACXX.4	C2FTBACXX	Veh	TH-106	TH-106 V
SLX-7239.D702_D506.C2FUJACXX.s_5	SLX-7239.D702_D506.C2FUJACXX.5	C2FUJACXX	Veh	TH-106	TH-106 V
SLX-7239.D702_D506.C2FUJACXX.s_6	SLX-7239.D702_D506.C2FUJACXX.6	C2FUJACXX	Veh	TH-106	TH-106 V
SLX-7239.D702_D506.C2FUJACXX.s_7	SLX-7239.D702_D506.C2FUJACXX.7	C2FUJACXX	Veh	TH-106	TH-106 V
SLX-7239.D702_D506.C2FUJACXX.s_8	SLX-7239.D702_D506.C2FUJACXX.8	C2FUJACXX	Veh	TH-106	TH-106 V
SLX-7239.D702_D507.C2FTBACXX.s_1	SLX-7239.D702_D507.C2FTBACXX.1	C2FTBACXX	Veh	TH-104	TH-104 V
SLX-7239.D702_D507.C2FTBACXX.s_2	SLX-7239.D702_D507.C2FTBACXX.2	C2FTBACXX	Veh	TH-104	TH-104 V
SLX-7239.D702_D507.C2FTBACXX.s_3	SLX-7239.D702_D507.C2FTBACXX.3	C2FTBACXX	Veh	TH-104	TH-104 V
SLX-7239.D702_D507.C2FTBACXX.s_4	SLX-7239.D702_D507.C2FTBACXX.4	C2FTBACXX	Veh	TH-104	TH-104 V
SLX-7239.D702_D507.C2FUJACXX.s_5	SLX-7239.D702_D507.C2FUJACXX.5	C2FUJACXX	Veh	TH-104	TH-104 V
SLX-7239.D702_D507.C2FUJACXX.s_6	SLX-7239.D702_D507.C2FUJACXX.6	C2FUJACXX	Veh	TH-104	TH-104 V
SLX-7239.D702_D507.C2FUJACXX.s_7	SLX-7239.D702_D507.C2FUJACXX.7	C2FUJACXX	Veh	TH-104	TH-104 V
SLX-7239.D702_D507.C2FUJACXX.s_8	SLX-7239.D702_D507.C2FUJACXX.8	C2FUJACXX	Veh	TH-104	TH-104 V
SLX-7239.D703_D501.C2FTBACXX.s_1	SLX-7239.D703_D501.C2FTBACXX.1	C2FTBACXX	Veh	TH-101	TH-101 V*
SLX-7239.D703_D501.C2FTBACXX.s_2	SLX-7239.D703_D501.C2FTBACXX.2	C2FTBACXX	Veh	TH-101	TH-101 V*
SLX-7239.D703_D501.C2FTBACXX.s_3	SLX-7239.D703_D501.C2FTBACXX.3	C2FTBACXX	Veh	TH-101	TH-101 V*
SLX-7239.D703_D501.C2FTBACXX.s_4	SLX-7239.D703_D501.C2FTBACXX.4	C2FTBACXX	Veh	TH-101	TH-101 V*
SLX-7239.D703_D501.C2FUJACXX.s_5	SLX-7239.D703_D501.C2FUJACXX.5	C2FUJACXX	Veh	TH-101	TH-101 V*
SLX-7239.D703_D501.C2FUJACXX.s_6	SLX-7239.D703_D501.C2FUJACXX.6	C2FUJACXX	Veh	TH-101	TH-101 V*
SLX-7239.D703_D501.C2FUJACXX.s_7	SLX-7239.D703_D501.C2FUJACXX.7	C2FUJACXX	Veh	TH-101	TH-101 V*
SLX-7239.D703_D501.C2FUJACXX.s_8	SLX-7239.D703_D501.C2FUJACXX.8	C2FUJACXX	Veh	TH-101	TH-101 V*
SLX-7239.D703_D502.C2FTBACXX.s_1	SLX-7239.D703_D502.C2FTBACXX.1	C2FTBACXX	E2	TH-103	TH-103 E
SLX-7239.D703_D502.C2FTBACXX.s_2	SLX-7239.D703_D502.C2FTBACXX.2	C2FTBACXX	E2	TH-103	TH-103 E
SLX-7239.D703_D502.C2FTBACXX.s_3	SLX-7239.D703_D502.C2FTBACXX.3	C2FTBACXX	E2	TH-103	TH-103 E
SLX-7239.D703_D502.C2FTBACXX.s_4	SLX-7239.D703_D502.C2FTBACXX.4	C2FTBACXX	E2	TH-103	TH-103 E
SLX-7239.D703_D502.C2FUJACXX.s_5	SLX-7239.D703_D502.C2FUJACXX.5	C2FUJACXX	E2	TH-103	TH-103 E
SLX-7239.D703_D502.C2FUJACXX.s_6	SLX-7239.D703_D502.C2FUJACXX.6	C2FUJACXX	E2	TH-103	TH-103 E
SLX-7239.D703_D502.C2FUJACXX.s_7	SLX-7239.D703_D502.C2FUJACXX.7	C2FUJACXX	E2	TH-103	TH-103 E
SLX-7239.D703_D502.C2FUJACXX.s_8	SLX-7239.D703_D502.C2FUJACXX.8	C2FUJACXX	E2	TH-103	TH-103 E
SLX-7239.D703_D503.C2FTBACXX.s_1	SLX-7239.D703_D503.C2FTBACXX.1	C2FTBACXX	DHT	TH-107	TH-107 D
SLX-7239.D703_D503.C2FTBACXX.s_2	SLX-7239.D703_D503.C2FTBACXX.2	C2FTBACXX	DHT	TH-107	TH-107 D
SLX-7239.D703_D503.C2FTBACXX.s_3	SLX-7239.D703_D503.C2FTBACXX.3	C2FTBACXX	DHT	TH-107	TH-107 D
SLX-7239.D703_D503.C2FTBACXX.s_4	SLX-7239.D703_D503.C2FTBACXX.4	C2FTBACXX	DHT	TH-107	TH-107 D
SLX-7239.D703_D503.C2FUJACXX.s_5	SLX-7239.D703_D503.C2FUJACXX.5	C2FUJACXX	DHT	TH-107	TH-107 D
SLX-7239.D703_D503.C2FUJACXX.s_6	SLX-7239.D703_D503.C2FUJACXX.6	C2FUJACXX	DHT	TH-107	TH-107 D
SLX-7239.D703_D503.C2FUJACXX.s_7	SLX-7239.D703_D503.C2FUJACXX.7	C2FUJACXX	DHT	TH-107	TH-107 D
SLX-7239.D703_D503.C2FUJACXX.s_8	SLX-7239.D703_D503.C2FUJACXX.8	C2FUJACXX	DHT	TH-107	TH-107 D
SLX-7239.D703_D504.C2FTBACXX.s_1	SLX-7239.D703_D504.C2FTBACXX.1	C2FTBACXX	Veh	TH-83	TH-83 V
SLX-7239.D703_D504.C2FTBACXX.s_2	SLX-7239.D703_D504.C2FTBACXX.2	C2FTBACXX	Veh	TH-83	TH-83 V
SLX-7239.D703_D504.C2FTBACXX.s_3	SLX-7239.D703_D504.C2FTBACXX.3	C2FTBACXX	Veh	TH-83	TH-83 V
SLX-7239.D703_D504.C2FTBACXX.s_4	SLX-7239.D703_D504.C2FTBACXX.4	C2FTBACXX	Veh	TH-83	TH-83 V
SLX-7239.D703_D504.C2FUJACXX.s_5	SLX-7239.D703_D504.C2FUJACXX.5	C2FUJACXX	Veh	TH-83	TH-83 V
SLX-7239.D703_D504.C2FUJACXX.s_6	SLX-7239.D703_D504.C2FUJACXX.6	C2FUJACXX	Veh	TH-83	TH-83 V
SLX-7239.D703_D504.C2FUJACXX.s_7	SLX-7239.D703_D504.C2FUJACXX.7	C2FUJACXX	Veh	TH-83	TH-83 V
SLX-7239.D703_D504.C2FUJACXX.s_8	SLX-7239.D703_D504.C2FUJACXX.8	C2FUJACXX	Veh	TH-83	TH-83 V
SLX-7239.D703_D505.C2FTBACXX.s_1	SLX-7239.D703_D505.C2FTBACXX.1	C2FTBACXX	E2+DHT	TH-101	TH-101 ED
SLX-7239.D703_D505.C2FTBACXX.s_2	SLX-7239.D703_D505.C2FTBACXX.2	C2FTBACXX	E2+DHT	TH-101	TH-101 ED
SLX-7239.D703_D505.C2FTBACXX.s_3	SLX-7239.D703_D505.C2FTBACXX.3	C2FTBACXX	E2+DHT	TH-101	TH-101 ED
SLX-7239.D703_D505.C2FTBACXX.s_4	SLX-7239.D703_D505.C2FTBACXX.4	C2FTBACXX	E2+DHT	TH-101	TH-101 ED
SLX-7239.D703_D505.C2FUJACXX.s_5	SLX-7239.D703_D505.C2FUJACXX.5	C2FUJACXX	E2+DHT	TH-101	TH-101 ED
SLX-7239.D703_D505.C2FUJACXX.s_6	SLX-7239.D703_D505.C2FUJACXX.6	C2FUJACXX	E2+DHT	TH-101	TH-101 ED
SLX-7239.D703_D505.C2FUJACXX.s_7	SLX-7239.D703_D505.C2FUJACXX.7	C2FUJACXX	E2+DHT	TH-101	TH-101 ED
SLX-7239.D703_D505.C2FUJACXX.s_8	SLX-7239.D703_D505.C2FUJACXX.8	C2FUJACXX	E2+DHT	TH-101	TH-101 ED
SLX-7239.D703_D506.C2FTBACXX.s_1	SLX-7239.D703_D506.C2FTBACXX.1	C2FTBACXX	DHT	TH-89	TH-89 D
SLX-7239.D703_D506.C2FTBACXX.s_2	SLX-7239.D703_D506.C2FTBACXX.2	C2FTBACXX	DHT	TH-89	TH-89 D
SLX-7239.D703_D506.C2FTBACXX.s_3	SLX-7239.D703_D506.C2FTBACXX.3	C2FTBACXX	DHT	TH-89	TH-89 D
SLX-7239.D703_D506.C2FTBACXX.s_4	SLX-7239.D703_D506.C2FTBACXX.4	C2FTBACXX	DHT	TH-89	TH-89 D
SLX-7239.D703_D506.C2FUJACXX.s_5	SLX-7239.D703_D506.C2FUJACXX.5	C2FUJACXX	DHT	TH-89	TH-89 D
SLX-7239.D703_D506.C2FUJACXX.s_6	SLX-7239.D703_D506.C2FUJACXX.6	C2FUJACXX	DHT	TH-89	TH-89 D
SLX-7239.D703_D506.C2FUJACXX.s_7	SLX-7239.D703_D506.C2FUJACXX.7	C2FUJACXX	DHT	TH-89	TH-89 D
SLX-7239.D703_D506.C2FUJACXX.s_8	SLX-7239.D703_D506.C2FUJACXX.8	C2FUJACXX	DHT	TH-89	TH-89 D
SLX-7239.D703_D508.C2FTBACXX.s_1	SLX-7239.D703_D508.C2FTBACXX.1	C2FTBACXX	DHT	TH-103	TH-103 D
SLX-7239.D703_D508.C2FTBACXX.s_2	SLX-7239.D703_D508.C2FTBACXX.2	C2FTBACXX	DHT	TH-103	TH-103 D
SLX-7239.D703_D508.C2FTBACXX.s_3	SLX-7239.D703_D508.C2FTBACXX.3	C2FTBACXX	DHT	TH-103	TH-103 D
SLX-7239.D703_D508.C2FTBACXX.s_4	SLX-7239.D703_D508.C2FTBACXX.4	C2FTBACXX	DHT	TH-103	TH-103 D
SLX-7239.D703_D508.C2FUJACXX.s_5	SLX-7239.D703_D508.C2FUJACXX.5	C2FUJACXX	DHT	TH-103	TH-103 D
SLX-7239.D703_D508.C2FUJACXX.s_6	SLX-7239.D703_D508.C2FUJACXX.6	C2FUJACXX	DHT	TH-103	TH-103 D
SLX-7239.D703_D508.C2FUJACXX.s_7	SLX-7239.D703_D508.C2FUJACXX.7	C2FUJACXX	DHT	TH-103	TH-103 D
SLX-7239.D703_D508.C2FUJACXX.s_8	SLX-7239.D703_D508.C2FUJACXX.8	C2FUJACXX	DHT	TH-103	TH-103 D
SLX-7239.D704_D501.C2FTBACXX.s_1	SLX-7239.D704_D501.C2FTBACXX.1	C2FTBACXX	E2	TH-105	TH-105 E
SLX-7239.D704_D501.C2FTBACXX.s_2	SLX-7239.D704_D501.C2FTBACXX.2	C2FTBACXX	E2	TH-105	TH-105 E
SLX-7239.D704_D501.C2FTBACXX.s_3	SLX-7239.D704_D501.C2FTBACXX.3	C2FTBACXX	E2	TH-105	TH-105 E
SLX-7239.D704_D501.C2FTBACXX.s_4	SLX-7239.D704_D501.C2FTBACXX.4	C2FTBACXX	E2	TH-105	TH-105 E
SLX-7239.D704_D501.C2FUJACXX.s_5	SLX-7239.D704_D501.C2FUJACXX.5	C2FUJACXX	E2	TH-105	TH-105 E
SLX-7239.D704_D501.C2FUJACXX.s_6	SLX-7239.D704_D501.C2FUJACXX.6	C2FUJACXX	E2	TH-105	TH-105 E
SLX-7239.D704_D501.C2FUJACXX.s_7	SLX-7239.D704_D501.C2FUJACXX.7	C2FUJACXX	E2	TH-105	TH-105 E
