"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Myeloid","log2fold_change","Auc"
"477","HLA-DRA","hurdle",1.75081510179249e-180,-0.3643772,2.1982683,2.5626455,0.974
"471","HLA-DPA1","hurdle",5.04622201047496e-191,-0.6630068,1.9519086,2.6149154,0.967
"192","CD74","hurdle",3.68751510112883e-136,0.6008592,2.3863129,1.7854537,0.965
"478","HLA-DRB1","hurdle",6.70961432308797e-149,-0.2295048,1.979533,2.2090378,0.953
"472","HLA-DPB1","hurdle",1.37250000098586e-181,-0.6721326,1.8486233,2.5207559,0.945
"1074","TYROBP","hurdle",4.9285207809695e-208,-2.62149,1.514772,4.136262,0.939
"475","HLA-DQB1","hurdle",1.21098650748328e-165,-1.504179,1.411782,2.915961,0.932
"479","HLA-DRB5","hurdle",4.78886574020323e-153,-1.014267,1.620168,2.634435,0.93
"391","FTL","hurdle",9.38620495285073e-180,1.465396,2.372518,0.907122,0.928
"34","AIF1","hurdle",3.10736528089141e-228,-3.120218,1.204997,4.325215,0.919
"473","HLA-DQA1","hurdle",4.93470908488677e-162,-1.543509,1.543487,3.086996,0.918
"357","FCER1G","hurdle",1.61261262338313e-177,-2.672628,1.200596,3.873224,0.901
"467","HLA-DMA","hurdle",2.92242594116957e-134,-1.489987,1.103529,2.593516,0.895
"903","SAT1","hurdle",2.15264732903361e-77,0.7479499,1.7873987,1.0394488,0.878
"710","NPC2","hurdle",1.94462408772996e-127,-0.2668637,1.3713538,1.6382175,0.878
"672","MS4A6A","hurdle",6.3567248158706e-180,-3.1331636,0.8238579,3.9570215,0.869
"442","GPX1","hurdle",8.46815642435102e-144,0.1441677,1.5904426,1.4462749,0.859
"190","CD68","hurdle",2.77952691444847e-168,-2.9059459,0.8226546,3.7286005,0.859
"620","LYZ","hurdle",6.20170587937403e-156,-2.716089,1.173829,3.889918,0.853
"803","PSAP","hurdle",7.51062019415902e-123,-0.0778826,1.3644671,1.4423497,0.852
"130","C1QB","hurdle",1.8058782033842e-179,-3.117709,1.181328,4.299037,0.835
"259","CTSB","hurdle",2.39028399980581e-125,-0.691461,1.126062,1.817523,0.833
"571","LAPTM5","hurdle",1.06377860906055e-76,-1.2067196,0.9438527,2.1505723,0.832
"254","CST3","hurdle",8.11578618377436e-55,0.7548413,1.7787016,1.0238603,0.831
"468","HLA-DMB","hurdle",8.48292363761754e-122,-2.5773537,0.4714042,3.0487579,0.822
"195","CD83","hurdle",3.20100860376083e-97,-2.0663346,0.7972286,2.8635632,0.821
"129","C1QA","hurdle",1.55584566123194e-163,-3.123868,1.03094,4.154808,0.821
"131","C1QC","hurdle",1.05215081203806e-163,-3.199598,1.035853,4.235451,0.815
"611","LST1","hurdle",7.01387675709414e-123,-2.9480958,0.3072615,3.2553573,0.811
"846","RGS1","hurdle",1.78155358449791e-64,-0.6196081,1.1928446,1.8124527,0.805
"264","CTSS","hurdle",1.81574382090542e-87,-1.8747566,0.6285645,2.5033211,0.802
"925","SGK1","hurdle",3.25187548368887e-75,-1.5578588,0.7175458,2.2754046,0.801
"774","PLAUR","hurdle",7.75170248869981e-94,-2.1592499,0.5456293,2.7048792,0.793
"673","MS4A7","hurdle",2.14294502514164e-83,-2.0950694,0.5717705,2.6668399,0.791
"127","C1orf162","hurdle",6.72272486175436e-95,-2.8204691,0.1865705,3.0070396,0.791
"361","FCGR2A","hurdle",3.44913199705284e-124,-3.1156905,0.2183348,3.3340253,0.787
"58","APOC1","hurdle",6.91364391220155e-118,-2.7175071,0.8686598,3.5861669,0.78
"538","ITGB2","hurdle",2.1155219195561e-60,-2.053069,0.289515,2.342584,0.772
"474","HLA-DQA2","hurdle",2.39184126635604e-78,-2.3068028,0.3988577,2.7056605,0.772
"863","RNASET2","hurdle",2.21022863362386e-53,-1.114351,0.526922,1.641273,0.764
"282","CYBB","hurdle",1.42304416523242e-115,-3.25350799,-0.06345834,3.19004965,0.763
"145","CAPG","hurdle",5.4968980386826e-67,-1.4257937,0.4983477,1.9241414,0.762
"982","SOD2","hurdle",1.26741975094038e-49,-0.817052,0.7601661,1.5772181,0.761
"60","APOE","hurdle",1.49479711547005e-77,-1.44118,1.18629,2.62747,0.761
"161","CCL3","hurdle",2.89350798457733e-97,-2.844825,0.8499424,3.6947674,0.76
"851","RGS2","hurdle",1.42531780066066e-51,-1.3505406,0.6621175,2.0126581,0.759
"446","GRN","hurdle",2.96817516090054e-66,-0.631468,0.7062346,1.3377026,0.758
"241","COTL1","hurdle",3.37213007796918e-49,-1.1464901,0.6403848,1.7868749,0.758
"917","SERPINA1","hurdle",1.46591177502075e-85,-2.62064207,0.08302137,2.70366344,0.756
"363","FCGR3A","hurdle",1.20694373670693e-93,-2.9888827,0.1533793,3.142262,0.755
"834","RASSF4","hurdle",4.05578972997197e-83,-2.930757,-0.16043,2.770327,0.753
"779","PLEK","hurdle",4.18064483192173e-87,-3.039048212,-0.009067054,3.029981158,0.753
"663","MNDA","hurdle",7.06314077127739e-94,-3.14651088,-0.06083444,3.08567644,0.753
"505","IGSF6","hurdle",1.88808116739674e-112,-3.28434555,-0.01827607,3.26606948,0.745
"992","SRGN","hurdle",3.33949744088373e-40,0.3221022,1.4122241,1.0901219,0.741
"714","NR4A2","hurdle",8.44450569483842e-36,-0.3613596,0.8835622,1.2449218,0.741
"623","MAFB","hurdle",1.67793473992165e-50,-1.3243437,0.4999297,1.8242734,0.739
"762","PHACTR1","hurdle",1.49468790888438e-81,-2.9812626,-0.2027043,2.7785583,0.736
"271","CXCL16","hurdle",1.05697617893652e-66,-2.14859749,0.03804856,2.18664605,0.735
"226","CLEC7A","hurdle",3.97449488210392e-89,-3.151937,-0.3561539,2.7957831,0.733
"985","SPI1","hurdle",4.95584286021689e-96,-3.2112528,-0.2087519,3.0025009,0.732
"847","RGS10","hurdle",1.57414152280452e-45,-1.3117101,0.2676393,1.5793494,0.731
"1073","TYMP","hurdle",8.05190684938289e-51,-0.900908,0.52223,1.423138,0.73
"371","FGL2","hurdle",4.7601330887489e-59,-2.50919218,-0.08716259,2.42202959,0.73
"616","LY86","hurdle",1.65564715499221e-77,-3.17668,-0.3740656,2.8026144,0.729
"860","RNASE6","hurdle",3.86140597531507e-89,-3.160084,-0.2783452,2.8817388,0.728
"436","GPR183","hurdle",5.22295576560234e-42,-1.732409,0.398105,2.130514,0.726
"76","ARPC3","hurdle",8.94607689059791e-37,0.2571655,0.9331005,0.675935,0.726
"197","CD86","hurdle",1.80525751604683e-89,-3.2726041,-0.4335769,2.8390272,0.725
"163","CCL4","hurdle",7.25213705379501e-45,-1.2232961,0.9234638,2.1467599,0.725
"265","CTSZ","hurdle",6.45056067572279e-59,-1.6059767,0.1496108,1.7555875,0.723
"164","CCL4L2","hurdle",2.00711975680325e-60,-2.0410769,0.5459832,2.5870601,0.723
"396","FYB","hurdle",8.07576785087523e-44,-1.3719781,0.2708526,1.6428307,0.722
"249","CSF1R","hurdle",3.43272118052634e-94,-3.3073235,-0.4385329,2.8687906,0.721
"1084","VAMP8","hurdle",8.41010481542998e-32,-0.3798491,0.6276969,1.007546,0.72
"588","LILRB4","hurdle",3.03706903608713e-90,-3.2807758,-0.4177162,2.8630596,0.72
"865","RNF130","hurdle",7.50926848676162e-62,-1.74740151,0.08225362,1.82965513,0.718
"633","MARCKS","hurdle",2.06696006156321e-39,-1.4065521,0.1897407,1.5962928,0.718
"260","CTSC","hurdle",2.16320037842479e-36,-1.204728,0.3977303,1.6024583,0.718
"245","CPVL","hurdle",4.61708559241784e-68,-2.7997786,-0.1832161,2.6165625,0.717
"1061","TREM2","hurdle",2.94344468363331e-98,-3.2792476,-0.04961318,3.22963442,0.715
"515","IL18","hurdle",9.77179376356898e-83,-3.0653815,-0.4144031,2.6509784,0.715
"169","CD14","hurdle",5.19277078504962e-77,-2.8116288,-0.0286767,2.7829521,0.713
"674","MSR1","hurdle",1.53904660300119e-94,-3.2850452,-0.2568564,3.0281888,0.71
"646","MFSD1","hurdle",1.68249634381726e-51,-1.8778822,-0.0927311,1.7851511,0.709
"183","CD37","hurdle",2.22083742510053e-45,-1.450979111,-0.004384108,1.446595003,0.708
"460","HERPUD1","hurdle",3.42418608022843e-30,-0.1948799,0.7640488,0.9589287,0.707
"480","HMOX1","hurdle",6.16262767112912e-70,-2.881196,-0.2119244,2.6692716,0.706
"281","CYBA","hurdle",4.46227173229428e-45,-0.929481,0.5944273,1.5239083,0.706
"539","ITM2B","hurdle",9.4452740866271e-21,0.8257036,1.3479865,0.5222829,0.705
"457","HCLS1","hurdle",5.03297290393814e-40,-1.9135729,-0.1471328,1.7664401,0.705
"350","FAM26F","hurdle",2.95752913182919e-75,-3.1607822,-0.3958157,2.7649665,0.705
"137","C5AR1","hurdle",3.4948788619344e-79,-3.244058,-0.422279,2.821779,0.705
"261","CTSD","hurdle",8.29068373912339e-70,-0.3812429,0.8698764,1.2511193,0.7
"928","SH3BGRL3","hurdle",8.90675923741521e-22,0.436435,1.086417,0.649982,0.699
"313","DUSP1","hurdle",3.60756542280307e-19,0.9874752,1.5361701,0.5486949,0.699
"516","IL1B","hurdle",1.28932134057681e-92,-3.28896325,0.08859977,3.37756302,0.698
"23","ADAP2","hurdle",4.14572275766602e-54,-2.8681768,-0.4761915,2.3919853,0.698
"894","S100A11","hurdle",2.35959276212827e-19,0.9294309,1.433176,0.5037451,0.697
"617","LY96","hurdle",1.70445165436679e-41,-2.1873284,-0.1973048,1.9900236,0.697
"690","NAMPT","hurdle",1.7692588877492e-29,-0.6359255,0.4690738,1.1049993,0.696
"107","BCL2A1","hurdle",1.6150404504094e-55,-2.8160856,-0.2390635,2.5770221,0.696
"796","PPT1","hurdle",2.49638872382383e-38,-1.32414436,0.04218195,1.36632631,0.693
"415","GLIPR1","hurdle",1.4609558209725e-33,-1.6864818,-0.1602188,1.526263,0.693
"80","ARRB2","hurdle",1.45264457535482e-38,-2.49384,-0.4500989,2.0437411,0.693
"896","S100A4","hurdle",4.69780773969594e-22,0.1125162,1.023575,0.9110588,0.691
"727","OLR1","hurdle",3.4722332175356e-79,-3.3018547,-0.3704701,2.9313846,0.691
"185","CD4","hurdle",5.25000008372118e-44,-2.7156172,-0.5826047,2.1330125,0.691
"98","ATP6V1B2","hurdle",1.80515571252297e-43,-2.2599702,-0.2915882,1.968382,0.691
"1053","TNFSF13B","hurdle",1.0835111322294e-45,-2.738459,-0.553202,2.185257,0.69
"610","LSP1","hurdle",5.9974793450314e-34,-1.57930106,-0.01100052,1.56830054,0.69
"364","FCGRT","hurdle",1.83231609083507e-33,-0.6557334,0.4478403,1.1035737,0.689
"262","CTSH","hurdle",8.63811600573751e-40,-1.4069471,0.1170587,1.5240058,0.688
"498","IFI30","hurdle",1.45918315031843e-63,-3.0585929,-0.4499109,2.608682,0.687
"89","ATP1B3","hurdle",3.87773676139772e-23,-0.8231643,0.2804523,1.1036166,0.687
"134","C3AR1","hurdle",2.60511810643182e-62,-3.1557215,-0.7617284,2.3939931,0.684
"43","ALOX5AP","hurdle",1.84425238316793e-30,-1.6495704,0.1079634,1.7575338,0.684
"901","SAMHD1","hurdle",3.46222877557329e-33,-1.8620661,-0.2985138,1.5635523,0.683
"162","CCL3L3","hurdle",2.03145233376779e-67,-2.9894975,0.2394776,3.2289751,0.683
"575","LGALS1","hurdle",9.0789130129113e-19,0.2750154,1.0337176,0.7587022,0.682
"574","LCP2","hurdle",3.7584873304671e-39,-2.5399288,-0.5972375,1.9426913,0.682
"437","GPR34","hurdle",6.36543998197536e-71,-3.2835276,-0.6045203,2.6790073,0.679
"670","MS4A4A","hurdle",2.18146199361089e-80,-3.2932839,-0.5717423,2.7215416,0.677
"649","MGAT1","hurdle",3.52573364931786e-29,-1.6261098,-0.1778446,1.4482652,0.676
"555","KCTD12","hurdle",2.89508783596472e-26,-1.9469455,-0.3754894,1.5714561,0.676
"599","LITAF","hurdle",1.47926898158097e-17,-0.1750692,0.5927415,0.7678107,0.675
"568","LAIR1","hurdle",2.10428563149212e-57,-3.1372801,-0.8075702,2.3297099,0.675
"768","PILRA","hurdle",1.66521538661108e-70,-3.3024949,-0.8029606,2.4995343,0.674
"188","CD53","hurdle",6.32977986245105e-42,-1.4746438,-0.1955666,1.2790772,0.674
"362","FCGR2B","hurdle",2.48216177252035e-66,-3.1675549,-0.7145786,2.4529763,0.673
"788","PLXDC2","hurdle",1.23937146090802e-34,-2.087111,-0.283737,1.803374,0.672
"684","NABP1","hurdle",6.97049813661502e-20,-1.7692012,-0.3453944,1.4238068,0.672
"353","FAM49B","hurdle",1.31935763322408e-26,-1.4150516,-0.1602834,1.2547682,0.672
"1038","TMEM176B","hurdle",1.90385218797508e-33,-1.79739541,-0.04341366,1.75398175,0.671
"492","ID2","hurdle",1.25349723869338e-21,-0.54717,0.4675462,1.0147162,0.671
"598","LIPA","hurdle",1.15337470368737e-39,-2.053908,-0.300698,1.75321,0.67
"327","EMP3","hurdle",5.59942123725028e-23,-1.2075569,0.1161191,1.323676,0.67
"286","DAB2","hurdle",1.01303419127782e-35,-1.960564,-0.206947,1.753617,0.67
"1020","TGFBI","hurdle",3.56993282561445e-25,-2.25762,-0.5137594,1.7438606,0.669
"950","SLC1A3","hurdle",7.66101504286117e-60,-3.1626286,-0.6807553,2.4818733,0.669
"170","CD163","hurdle",2.30513791088922e-76,-3.314636,-0.680699,2.633937,0.669
"99","ATP6V1F","hurdle",3.64740190889868e-25,-0.3593693,0.446935,0.8063043,0.669
"38","AKR1B1","hurdle",2.50601802025984e-29,-2.1552921,-0.4787102,1.6765819,0.668
"715","NR4A3","hurdle",3.2257210858728e-28,-1.9649625,-0.1598494,1.8051131,0.667
"695","NCF4","hurdle",2.26000196564693e-39,-2.9350528,-0.7801696,2.1548832,0.667
"274","CXCL8","hurdle",8.65086129364047e-61,-2.8487062,0.1537256,3.0024318,0.666
"53","AP1S2","hurdle",5.11794189430099e-26,-1.8749802,-0.3799666,1.4950136,0.666
"235","CNPY3","hurdle",2.56991377445548e-23,-1.6257585,-0.3181022,1.3076563,0.665
"201","CECR1","hurdle",4.63643247701844e-35,-2.7485247,-0.7979496,1.9505751,0.665
"853","RHOG","hurdle",1.94607967476339e-27,-1.5065398,-0.2487743,1.2577655,0.664
"533","IRF8","hurdle",1.49155701629243e-35,-2.899536,-0.7694827,2.1300533,0.664
"1106","ZFAND5","hurdle",4.67790786770616e-20,-0.2885242,0.5259537,0.8144779,0.662
"969","SLCO2B1","hurdle",2.51677489530114e-53,-3.1301713,-0.7823656,2.3478057,0.662
"632","MARCH1","hurdle",7.51468578022585e-43,-3.1849178,-0.9907464,2.1941714,0.661
"858","RNASE1","hurdle",6.01602972783367e-28,-1.3190007,0.4174483,1.736449,0.66
"573","LCP1","hurdle",1.31636057238528e-29,-1.6616782,-0.3296012,1.332077,0.66
"452","HAVCR2","hurdle",3.10045505178312e-39,-2.9653707,-0.8892405,2.0761302,0.66
"359","FCGR1A","hurdle",2.66571211123362e-66,-3.297663,-0.7342221,2.5634409,0.66
"95","ATP6V0B","hurdle",1.07016338542682e-19,-0.3750905,0.3814413,0.7565318,0.66
"75","ARPC2","hurdle",2.22840046931098e-16,0.04439077,0.64470964,0.60031887,0.659
"276","CXCR4","hurdle",9.46823625160252e-42,0.05745581,0.80910171,0.7516459,0.658
"255","CSTA","hurdle",2.35704838246858e-51,-3.1330873,-0.7684108,2.3646765,0.658
"577","LGALS9","hurdle",1.32006253729774e-29,-2.348218,-0.632331,1.715887,0.657
"78","ARPC5","hurdle",4.19513316766424e-17,-0.4959501,0.2785149,0.774465,0.657
"1024","THEMIS2","hurdle",2.49926124813808e-46,-3.137629,-1.059619,2.07801,0.656
"841","REL","hurdle",1.35093093090773e-18,-0.6600903,0.3228729,0.9829632,0.655
"785","PLIN2","hurdle",7.55656494276954e-22,-1.40032058,-0.03618615,1.36413443,0.654
"196","CD84","hurdle",2.3567145848387e-32,-2.6826917,-0.8750893,1.8076024,0.654
"148","CARD16","hurdle",2.24590152282479e-19,-1.6566656,-0.4688674,1.1877982,0.654
"1096","VSIG4","hurdle",1.3049075649792e-63,-3.314882,-0.8634212,2.4514608,0.653
"964","SLC7A7","hurdle",2.18780841685456e-48,-3.1416395,-0.9659041,2.1757354,0.652
"263","CTSL","hurdle",3.44579040399501e-29,-1.5334362,-0.1391589,1.3942773,0.652
"133","C3","hurdle",6.17146984175132e-30,-2.1082777,-0.3344073,1.7738704,0.652
"456","HCK","hurdle",1.33975889144096e-49,-3.261603,-1.171541,2.090062,0.651
"453","HBEGF","hurdle",1.30839154000403e-26,-2.0548014,-0.4656987,1.5891027,0.649
"388","FPR3","hurdle",2.63039920966647e-56,-3.2958879,-0.9565017,2.3393862,0.649
"910","SDCBP","hurdle",5.14110774759716e-15,-0.2629857,0.438189,0.7011747,0.648
"74","ARPC1B","hurdle",2.82668119104236e-17,-0.6876167,0.2026396,0.8902563,0.647
"562","KLF4","hurdle",3.11187256468916e-15,-0.5022729,0.3613235,0.8635964,0.646
"418","GLUL","hurdle",7.31116469103136e-13,0.1039003,0.7146902,0.6107899,0.646
"537","ITGAX","hurdle",7.73262257235402e-39,-3.243314,-1.153796,2.089518,0.645
"618","LYN","hurdle",1.50337008283042e-27,-2.8602015,-0.9909193,1.8692822,0.644
"591","LIMS1","hurdle",4.26765488165779e-22,-1.3814332,-0.1779731,1.2034601,0.644
"576","LGALS2","hurdle",2.29290107497824e-63,-3.2949249,-0.5213667,2.7735582,0.644
"250","CSF2RA","hurdle",2.46356143814293e-46,-3.301169,-1.156562,2.144607,0.644
"153","CCDC88A","hurdle",8.59591575844712e-26,-2.4846267,-0.8044499,1.6801768,0.644
"40","ALDH2","hurdle",8.74896426226749e-25,-1.9351728,-0.5072242,1.4279486,0.644
"441","GPSM3","hurdle",2.59410790265516e-23,-1.7164909,-0.6163684,1.1001225,0.642
"368","FERMT3","hurdle",3.42507242005593e-21,-2.658676,-1.036026,1.62265,0.642
"204","CFD","hurdle",4.77985263303925e-19,-1.18136232,0.09699172,1.27835404,0.642
"821","RAB31","hurdle",9.27878005898009e-18,-1.7828843,-0.4921314,1.2907529,0.641
"525","INSIG1","hurdle",5.840344684456e-18,-1.34470602,-0.09867569,1.24603033,0.641
"37","AKR1A1","hurdle",2.17481353018754e-19,-1.0874679,-0.1702882,0.9171797,0.641
"1013","TBXAS1","hurdle",3.59707263395711e-33,-3.135638,-1.141257,1.994381,0.64
"830","RASGEF1B","hurdle",2.0751550494502e-27,-2.5319709,-0.8071818,1.7247891,0.64
"256","CSTB","hurdle",2.32278280482618e-22,-0.06825589,0.58926005,0.65751594,0.64
"125","C15orf48","hurdle",2.35832981701543e-23,-1.54790487,0.03972529,1.58763016,0.639
"222","CLEC4A","hurdle",2.95213468891596e-35,-3.271888,-1.176316,2.095572,0.638
"211","CHMP1B","hurdle",6.96718146081203e-23,-1.30926297,-0.04583326,1.26342971,0.638
"1034","TM6SF1","hurdle",3.82063280837898e-29,-3.01343,-1.167271,1.846159,0.637
"216","CKLF","hurdle",9.30135919847004e-20,-1.6360983,-0.4339146,1.2021837,0.637
"827","RAP2B","hurdle",1.19969730881793e-17,-2.3699212,-0.8034388,1.5664824,0.636
"711","NPL","hurdle",2.14344495476468e-46,-3.1625077,-0.9450343,2.2174734,0.636
"387","FPR1","hurdle",3.12243870193218e-44,-3.291927,-1.078003,2.213924,0.636
"144","CAP1","hurdle",2.21772361358055e-14,-0.65611029,0.09938761,0.7554979,0.636
"83","ASAH1","hurdle",3.58661583625104e-16,-0.5546888,0.2189799,0.7736687,0.636
"1104","ZEB2","hurdle",5.97752695460862e-14,-1.8390752,-0.6235456,1.2155296,0.635
"465","HIF1A","hurdle",6.0011230743757e-16,-1.5784233,-0.4430138,1.1354095,0.635
"50","AOAH","hurdle",2.0920346617134e-27,-2.943847,-1.14094,1.802907,0.635
"920","SERPINF1","hurdle",8.24379118368115e-15,-1.3716182,-0.3756449,0.9959733,0.634
"836","RB1","hurdle",7.41990674394039e-25,-2.1376358,-0.6129707,1.5246651,0.634
"572","LAT2","hurdle",3.86038132085532e-27,-3.030553,-1.282165,1.748388,0.634
"469","HLA-DOA","hurdle",2.12456792071443e-30,-3.120048,-1.197814,1.922234,0.634
"354","FAM96A","hurdle",6.36855601631994e-17,-1.3757705,-0.3805519,0.9952186,0.634
"760","PFKFB3","hurdle",5.21569611013739e-19,-1.9962104,-0.7234616,1.2727488,0.633
"63","ARHGAP18","hurdle",3.17291411088692e-25,-2.1948944,-0.7176546,1.4772398,0.633
"458","HCST","hurdle",5.67236721468875e-25,-1.6543118,-0.4381335,1.2161783,0.632
"205","CFLAR","hurdle",3.01288122206241e-15,-1.2022998,-0.1860975,1.0162023,0.632
"177","CD300A","hurdle",2.77077189617433e-36,-3.147725,-1.146535,2.00119,0.632
"1058","TPP1","hurdle",2.85628675543901e-16,-1.72377,-0.5880133,1.1357567,0.631
"812","PTPRC","hurdle",4.54005555977971e-37,-0.720910578,-0.006505357,0.714405221,0.631
"697","NCKAP1L","hurdle",2.73669323140624e-21,-2.86588,-1.129289,1.736591,0.629
"444","GRB2","hurdle",3.41895999428154e-16,-1.215736,-0.251256,0.96448,0.629
"238","CORO1A","hurdle",1.29977754529334e-21,-1.4497669,-0.4368735,1.0128934,0.629
"1102","YBX1","hurdle",6.99040478064066e-12,0.1372785,0.6523439,0.5150654,0.628
"974","SNX10","hurdle",1.79839544355597e-25,-2.4612396,-0.8659438,1.5952958,0.628
"49","ANXA5","hurdle",1.88201009246642e-10,-0.4576123,0.2059803,0.6635926,0.628
"430","GPNMB","hurdle",3.95458928523225e-24,-2.1722718,-0.4064602,1.7658116,0.627
"693","NCF1","hurdle",1.17385030252241e-18,-2.6353002,-0.9757313,1.6595689,0.626
"395","FXYD5","hurdle",5.13190414684601e-10,0.002477196,0.554822241,0.552345045,0.626
"314","DUSP2","hurdle",3.49230629224766e-17,-0.5808816,0.2189192,0.7998008,0.626
"1","ABCA1","hurdle",6.48415925994323e-22,-2.679715,-1.047105,1.63261,0.626
"694","NCF2","hurdle",6.52690872624099e-33,-3.207993,-1.278052,1.929941,0.625
"384","FOLR2","hurdle",3.8569617879269e-59,-3.3109868,-0.8972796,2.4137072,0.625
"115","BMP2K","hurdle",4.86150000214438e-20,-2.6007,-1.008865,1.591835,0.625
"965","SLC8A1","hurdle",7.17724970100071e-25,-2.848735,-1.073493,1.775242,0.623
"805","PSME2","hurdle",6.37939292222611e-20,-0.3147534,0.3868124,0.7015658,0.623
"641","MEF2A","hurdle",5.8141141743165e-18,-2.0201576,-0.6654856,1.354672,0.623
"481","HNMT","hurdle",1.5976905179244e-22,-1.966585,-0.659031,1.307554,0.623
"1079","UCP2","hurdle",5.59148515728212e-16,-1.6185087,-0.4960649,1.1224438,0.622
"1003","STX11","hurdle",1.1902532746012e-21,-2.6961558,-0.9862813,1.7098745,0.622
"778","PLD4","hurdle",4.53259002887495e-46,-3.289326,-1.125387,2.163939,0.622
"680","MYO1F","hurdle",2.86181058979602e-19,-2.663007,-1.179338,1.483669,0.622
"272","CXCL2","hurdle",7.58328502723492e-18,-1.841525,-0.199357,1.642168,0.622
"494","IER3","hurdle",1.28454476176495e-11,0.05892003,0.69585584,0.63693581,0.621
"20","ADAM28","hurdle",5.86946916703057e-28,-3.065541,-1.258054,1.807487,0.621
"749","PARVG","hurdle",1.82057710479148e-19,-2.79862,-1.186641,1.611979,0.62
"688","NAGK","hurdle",6.25195599469832e-19,-1.8780793,-0.6678758,1.2102035,0.62
"564","KYNU","hurdle",7.50914308591791e-20,-2.82826,-1.261695,1.566565,0.62
"243","CPM","hurdle",7.37185613684314e-21,-2.4236657,-0.8786454,1.5450203,0.62
"202","CELF2","hurdle",5.11618379653155e-13,-1.6932016,-0.6617623,1.0314393,0.62
"1018","TFEC","hurdle",1.46817296028364e-35,-3.282339,-1.335873,1.946466,0.619
"864","RNF13","hurdle",3.56280435353692e-16,-1.2607494,-0.3573271,0.9034223,0.619
"707","NLRP3","hurdle",2.53911547187367e-27,-3.006847,-1.158387,1.84846,0.619
"1037","TMEM176A","hurdle",1.8775355748938e-16,-1.8507938,-0.5579604,1.2928334,0.618
"787","PLTP","hurdle",9.95631992841957e-21,-2.21718,-0.57113,1.64605,0.618
"233","CMTM6","hurdle",2.51329002026907e-11,-0.8786434,-0.1406797,0.7379637,0.618
"42","ALOX5","hurdle",9.44267431650903e-28,-2.989878,-1.17068,1.819198,0.618
"1109","ZNF331","hurdle",1.9374466901883e-10,-0.86531999,0.01343845,0.87875844,0.617
"1007","SYK","hurdle",2.32719934550505e-23,-3.136793,-1.477571,1.659222,0.617
"500","IFNGR1","hurdle",2.42039667904427e-14,-1.3474097,-0.3913357,0.956074,0.617
"116","BNIP3L","hurdle",2.06585600261398e-11,-0.9913362,-0.2247942,0.766542,0.617
"438","GPR65","hurdle",2.7551888180699e-16,-2.0797528,-0.7704381,1.3093147,0.616
"347","FAM105A","hurdle",1.34526491144736e-18,-2.71736,-1.133797,1.583563,0.616
"128","C1orf54","hurdle",2.20020526341474e-17,-2.2795713,-0.8867557,1.3928156,0.616
"1093","VOPP1","hurdle",1.12200324588048e-17,-1.9543135,-0.7378638,1.2164497,0.615
"867","RNF149","hurdle",1.27683818661791e-11,-1.2145813,-0.4048589,0.8097224,0.615
"822","RAB32","hurdle",1.64500550406254e-16,-2.540492,-1.147832,1.39266,0.615
"414","GLA","hurdle",4.65399177595134e-14,-1.7204336,-0.5268141,1.1936195,0.615
"988","SPP1","hurdle",6.66395518476765e-41,-2.9730487,-0.2318069,2.7412418,0.614
"123","C10orf54","hurdle",1.50169499730917e-11,-1.6629157,-0.6578356,1.0050801,0.614
"689","NAIP","hurdle",1.30150679571118e-24,-2.863743,-1.206719,1.657024,0.613
